segment,hydro_scenario,degradation_scenario,time_yr,element,x_mid_m,is_node_zone,q_effective_N_m,deflection_mm,sigma_bending_MPa,tau_shear_MPa,failure_index,failure_mode,E_L_GPa,sigma_t_ult_MPa,tau_ult_MPa,sed_fill_pct,veg_factor,deg_factor,defl_span_ratio,wall_thickness_mm
SUP,median,pessimistic,10.0,0,0.035,False,73.571,0.1423,0.072958,0.093003,0.00064,shear,4.4146,66.2183,3.6788,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,1,0.105,False,73.571,0.2814,0.211757,0.086113,0.000558,shear,4.4146,66.2183,3.6788,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,2,0.175,False,73.571,0.4144,0.339877,0.079224,0.00049,shear,4.4146,66.2183,3.6788,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,3,0.245,False,73.571,0.5385,0.45732,0.072334,0.000434,shear,4.4146,66.2183,3.6788,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,4,0.285,True,73.571,0.5554,0.936131,0.123115,0.002851,shear,4.4146,66.2183,2.3912,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,5,0.295,True,73.571,0.572,0.963193,0.121343,0.002787,shear,4.4146,66.2183,2.3912,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,6,0.335,False,73.571,0.6811,0.592629,0.063476,0.000378,shear,4.4146,66.2183,3.6788,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,7,0.405,False,73.571,0.776,0.685667,0.056586,0.000344,shear,4.4146,66.2183,3.6788,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,8,0.475,False,73.571,0.8547,0.768027,0.049697,0.000317,shear,4.4146,66.2183,3.6788,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,9,0.545,False,73.571,0.9156,0.839709,0.042807,0.000296,bending,4.4146,66.2183,3.6788,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,10,0.585,True,73.571,0.9227,1.577362,0.069967,0.001424,shear,4.4146,66.2183,2.3912,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,11,0.595,True,73.571,0.9294,1.592656,0.068195,0.001392,shear,4.4146,66.2183,2.3912,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,12,0.635,False,73.571,0.9652,0.916182,0.033949,0.000277,bending,4.4146,66.2183,3.6788,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,13,0.705,False,73.571,0.9801,0.963459,0.02706,0.000266,bending,4.4146,66.2183,3.6788,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,14,0.775,False,73.571,0.9732,0.990987,0.003241,0.000225,bending,4.4146,66.2183,3.6788,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,15,0.845,False,73.571,0.9446,0.953413,0.033542,0.00029,bending,4.4146,66.2183,3.6788,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,16,0.885,True,73.571,0.9388,1.660322,0.067461,0.001425,shear,4.4146,66.2183,2.3912,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,17,0.895,True,73.571,0.9326,1.64519,0.069233,0.001456,shear,4.4146,66.2183,2.3912,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,18,0.935,False,73.571,0.8779,0.877752,0.0424,0.000309,bending,4.4146,66.2183,3.6788,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,19,1.005,False,73.571,0.8044,0.806702,0.049289,0.000328,shear,4.4146,66.2183,3.6788,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,20,1.075,False,73.571,0.7139,0.724974,0.056179,0.000353,shear,4.4146,66.2183,3.6788,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,21,1.145,False,73.571,0.6083,0.632568,0.063068,0.000385,shear,4.4146,66.2183,3.6788,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,22,1.185,True,73.571,0.5921,1.035732,0.120609,0.002789,shear,4.4146,66.2183,2.3912,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,23,1.195,True,73.571,0.5757,1.008833,0.122381,0.002851,shear,4.4146,66.2183,2.3912,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,24,1.2375,False,73.571,0.4448,0.494018,0.072172,0.000441,shear,4.4146,66.2183,3.6788,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,25,1.3125,False,73.571,0.303,0.368046,0.079554,0.000499,shear,4.4146,66.2183,3.6788,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,26,1.3875,False,73.571,0.1535,0.229816,0.086936,0.00057,shear,4.4146,66.2183,3.6788,100.0,1.0,0.3679,0.000653,5.0
SUP,median,pessimistic,10.0,27,1.4625,False,73.571,0.0,0.079329,0.094317,0.000659,shear,4.4146,66.2183,3.6788,100.0,1.0,0.3679,0.000653,5.0
SUP,P90,optimistic,0.0,0,0.035,False,386.7362,0.1278,0.176951,0.182327,0.000333,shear,12.0,180.0,10.0,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,1,0.105,False,386.7362,0.2527,0.513918,0.169082,0.000294,shear,12.0,180.0,10.0,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,2,0.175,False,386.7362,0.3722,0.825485,0.155837,0.000264,shear,12.0,180.0,10.0,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,3,0.245,False,386.7362,0.4837,1.11165,0.142592,0.000241,shear,12.0,180.0,10.0,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,4,0.285,True,386.7362,0.4988,2.276649,0.243043,0.001558,shear,12.0,180.0,6.5,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,5,0.295,True,386.7362,0.5138,2.34277,0.239637,0.001529,shear,12.0,180.0,6.5,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,6,0.335,False,386.7362,0.6119,1.442252,0.125563,0.000222,shear,12.0,180.0,10.0,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,7,0.405,False,386.7362,0.6972,1.670358,0.112318,0.000212,shear,12.0,180.0,10.0,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,8,0.475,False,386.7362,0.7681,1.873062,0.099073,0.000206,bending,12.0,180.0,10.0,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,9,0.545,False,386.7362,0.8229,2.050365,0.085828,0.000203,bending,12.0,180.0,10.0,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,10,0.585,True,386.7362,0.8293,3.854363,0.140868,0.000928,shear,12.0,180.0,6.5,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,11,0.595,True,386.7362,0.8354,3.89249,0.137462,0.000915,bending,12.0,180.0,6.5,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,12,0.635,False,386.7362,0.8677,2.241001,0.068799,0.000202,bending,12.0,180.0,10.0,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,13,0.705,False,386.7362,0.8811,2.360244,0.055554,0.000203,bending,12.0,180.0,10.0,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,14,0.775,False,386.7362,0.875,2.430755,0.006352,0.000183,bending,12.0,180.0,10.0,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,15,0.845,False,386.7362,0.8492,2.335879,0.068259,0.000215,bending,12.0,180.0,10.0,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,16,0.885,True,386.7362,0.844,4.064335,0.136489,0.000951,bending,12.0,180.0,6.5,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,17,0.895,True,386.7362,0.8384,4.026474,0.139895,0.000964,bending,12.0,180.0,6.5,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,18,0.935,False,386.7362,0.7891,2.146574,0.085288,0.000215,bending,12.0,180.0,10.0,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,19,1.005,False,386.7362,0.723,1.970307,0.098533,0.000217,bending,12.0,180.0,10.0,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,20,1.075,False,386.7362,0.6416,1.768639,0.111778,0.000221,shear,12.0,180.0,10.0,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,21,1.145,False,386.7362,0.5466,1.54157,0.125023,0.00023,shear,12.0,180.0,10.0,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,22,1.185,True,386.7362,0.5321,2.522606,0.238665,0.001545,shear,12.0,180.0,6.5,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,23,1.195,True,386.7362,0.5173,2.456752,0.24207,0.001573,shear,12.0,180.0,6.5,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,24,1.2375,False,386.7362,0.3996,1.202397,0.142525,0.000248,shear,12.0,180.0,10.0,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,25,1.3125,False,386.7362,0.2722,0.894957,0.156716,0.00027,shear,12.0,180.0,10.0,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,26,1.3875,False,386.7362,0.1379,0.558358,0.170907,0.000302,shear,12.0,180.0,10.0,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.0,27,1.4625,False,386.7362,0.0,0.192599,0.185098,0.000344,shear,12.0,180.0,10.0,0.0,0.018,1.0,0.000587,15.0
SUP,P90,optimistic,0.5,0,0.035,False,327.526,0.1183,0.159303,0.166033,0.000285,shear,11.8213,177.3201,9.8511,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,1,0.105,False,327.526,0.2341,0.463298,0.154479,0.000253,shear,11.8213,177.3201,9.8511,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,2,0.175,False,327.526,0.3448,0.745377,0.142926,0.000228,shear,11.8213,177.3201,9.8511,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,3,0.245,False,327.526,0.4482,1.005539,0.131372,0.00021,shear,11.8213,177.3201,9.8511,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,4,0.285,True,327.526,0.4623,2.061464,0.224586,0.001365,shear,11.8213,177.3201,6.4032,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,5,0.295,True,327.526,0.4762,2.121922,0.221615,0.001341,shear,11.8213,177.3201,6.4032,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,6,0.335,False,327.526,0.5673,1.30783,0.116517,0.000194,shear,11.8213,177.3201,9.8511,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,7,0.405,False,327.526,0.6466,1.517897,0.104964,0.000187,shear,11.8213,177.3201,9.8511,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,8,0.475,False,327.526,0.7126,1.706048,0.09341,0.000182,bending,11.8213,177.3201,9.8511,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,9,0.545,False,327.526,0.7637,1.872282,0.081856,0.000181,bending,11.8213,177.3201,9.8511,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,10,0.585,True,327.526,0.7697,3.52499,0.135458,0.000843,shear,11.8213,177.3201,6.4032,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,11,0.595,True,327.526,0.7754,3.561295,0.132487,0.000831,shear,11.8213,177.3201,6.4032,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,12,0.635,False,327.526,0.8056,2.053808,0.067002,0.00018,bending,11.8213,177.3201,9.8511,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,13,0.705,False,327.526,0.8182,2.169948,0.055448,0.000181,bending,11.8213,177.3201,9.8511,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,14,0.775,False,327.526,0.8125,2.240612,0.005782,0.00016,bending,11.8213,177.3201,9.8511,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,15,0.845,False,327.526,0.7886,2.148011,0.067012,0.000193,bending,11.8213,177.3201,9.8511,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,16,0.885,True,327.526,0.7837,3.730839,0.132506,0.000871,bending,11.8213,177.3201,6.4032,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,17,0.895,True,327.526,0.7785,3.694529,0.135477,0.000882,shear,11.8213,177.3201,6.4032,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,18,0.935,False,327.526,0.7325,1.966459,0.081867,0.000192,bending,11.8213,177.3201,9.8511,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,19,1.005,False,327.526,0.671,1.800204,0.093421,0.000193,bending,11.8213,177.3201,9.8511,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,20,1.075,False,327.526,0.5952,1.612033,0.104974,0.000196,shear,11.8213,177.3201,9.8511,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,21,1.145,False,327.526,0.507,1.401945,0.116528,0.000202,shear,11.8213,177.3201,9.8511,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,22,1.185,True,327.526,0.4935,2.291309,0.221634,0.001365,shear,11.8213,177.3201,6.4032,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,23,1.195,True,327.526,0.4798,2.230846,0.224605,0.001389,shear,11.8213,177.3201,6.4032,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,24,1.2375,False,327.526,0.3706,1.090578,0.131795,0.000217,shear,11.8213,177.3201,9.8511,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,25,1.3125,False,327.526,0.2523,0.810134,0.144174,0.000235,shear,11.8213,177.3201,9.8511,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,26,1.3875,False,327.526,0.1278,0.504531,0.156553,0.000261,shear,11.8213,177.3201,9.8511,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,0.5,27,1.4625,False,327.526,0.0,0.173768,0.168932,0.000295,shear,11.8213,177.3201,9.8511,17.5,0.0474,0.9851,0.000545,14.5
SUP,P90,optimistic,1.0,0,0.035,False,253.4991,0.1042,0.135248,0.142625,0.000217,shear,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,1,0.105,False,253.4991,0.2061,0.39421,0.133404,0.000194,shear,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,2,0.175,False,253.4991,0.3037,0.63587,0.124183,0.000177,shear,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,3,0.245,False,253.4991,0.395,0.860227,0.114961,0.000165,shear,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,4,0.285,True,253.4991,0.4074,1.766465,0.197446,0.001082,shear,11.6453,174.6802,6.3079,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,5,0.295,True,253.4991,0.4196,1.819073,0.195074,0.001065,shear,11.6453,174.6802,6.3079,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,6,0.335,False,253.4991,0.5002,1.123264,0.103105,0.000154,shear,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,7,0.405,False,253.4991,0.5704,1.308073,0.093884,0.00015,shear,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,8,0.475,False,253.4991,0.629,1.475581,0.084663,0.000147,shear,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,9,0.545,False,253.4991,0.6745,1.625787,0.075442,0.000147,bending,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,10,0.585,True,253.4991,0.6798,3.068201,0.126311,0.000709,shear,11.6453,174.6802,6.3079,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,11,0.595,True,253.4991,0.6849,3.101741,0.123939,0.000701,shear,11.6453,174.6802,6.3079,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,12,0.635,False,253.4991,0.7119,1.793484,0.063586,0.000148,bending,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,13,0.705,False,253.4991,0.7233,1.904142,0.054365,0.00015,bending,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,14,0.775,False,253.4991,0.7183,1.973993,0.004964,0.000128,bending,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,15,0.845,False,253.4991,0.697,1.885516,0.064292,0.00016,bending,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,16,0.885,True,253.4991,0.6927,3.266035,0.12521,0.000744,shear,11.6453,174.6802,6.3079,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,17,0.895,True,253.4991,0.688,3.232155,0.127581,0.000751,shear,11.6453,174.6802,6.3079,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,18,0.935,False,253.4991,0.6472,1.716115,0.076148,0.000158,bending,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,19,1.005,False,253.4991,0.5926,1.564585,0.085369,0.000158,bending,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,20,1.075,False,253.4991,0.5254,1.395753,0.09459,0.000159,shear,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,21,1.145,False,253.4991,0.4474,1.209619,0.103811,0.000162,shear,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,22,1.185,True,253.4991,0.4354,1.97315,0.196345,0.001096,shear,11.6453,174.6802,6.3079,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,23,1.195,True,253.4991,0.4233,1.920202,0.198716,0.001113,shear,11.6453,174.6802,6.3079,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,24,1.2375,False,253.4991,0.3268,0.937011,0.115996,0.000172,shear,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,25,1.3125,False,253.4991,0.2224,0.693885,0.125876,0.000184,shear,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,26,1.3875,False,253.4991,0.1126,0.430897,0.135756,0.000202,shear,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.0,27,1.4625,False,253.4991,0.0,0.148046,0.145636,0.000226,shear,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000482,14.0
SUP,P90,optimistic,1.5,0,0.035,False,202.3322,0.0934,0.117453,0.125297,0.000172,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,1,0.105,False,202.3322,0.1848,0.342956,0.117699,0.000156,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,2,0.175,False,202.3322,0.2724,0.554356,0.1101,0.000143,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,3,0.245,False,202.3322,0.3544,0.751652,0.102501,0.000134,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,4,0.285,True,202.3322,0.3656,1.545543,0.176685,0.000889,shear,11.472,172.0795,6.214,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,5,0.295,True,202.3322,0.3766,1.592132,0.174731,0.000876,shear,11.472,172.0795,6.214,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,6,0.335,False,202.3322,0.449,0.984593,0.092731,0.000127,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,7,0.405,False,202.3322,0.5123,1.149652,0.085132,0.000124,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,8,0.475,False,202.3322,0.5651,1.300606,0.077533,0.000123,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,9,0.545,False,202.3322,0.6063,1.437457,0.069934,0.000123,bending,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,10,0.585,True,202.3322,0.6111,2.717821,0.118065,0.00061,shear,11.472,172.0795,6.214,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,11,0.595,True,202.3322,0.6157,2.748866,0.116111,0.000604,shear,11.472,172.0795,6.214,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,12,0.635,False,202.3322,0.6402,1.592684,0.060164,0.000125,bending,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,13,0.705,False,202.3322,0.6506,1.697297,0.052565,0.000128,bending,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,14,0.775,False,202.3322,0.6461,1.76492,0.004358,0.000105,bending,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,15,0.845,False,202.3322,0.6269,1.68112,0.061281,0.000137,bending,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,16,0.885,True,202.3322,0.623,2.905918,0.118121,0.000647,shear,11.472,172.0795,6.214,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,17,0.895,True,202.3322,0.6188,2.87434,0.120075,0.000652,shear,11.472,172.0795,6.214,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,18,0.935,False,202.3322,0.5819,1.523227,0.071051,0.000134,bending,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,19,1.005,False,202.3322,0.5326,1.384303,0.07865,0.000132,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,20,1.075,False,202.3322,0.4721,1.231275,0.086249,0.000133,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,21,1.145,False,202.3322,0.4018,1.064143,0.093848,0.000135,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,22,1.185,True,202.3322,0.3911,1.733189,0.176742,0.00091,shear,11.472,172.0795,6.214,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,23,1.195,True,202.3322,0.3801,1.686068,0.178696,0.000923,shear,11.472,172.0795,6.214,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,24,1.2375,False,202.3322,0.2934,0.821571,0.103889,0.000141,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,25,1.3125,False,202.3322,0.1997,0.606882,0.112031,0.00015,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,26,1.3875,False,202.3322,0.1011,0.376002,0.120173,0.000163,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,1.5,27,1.4625,False,202.3322,0.0,0.128932,0.128314,0.000181,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000434,13.5
SUP,P90,optimistic,2.0,0,0.035,False,157.4708,0.0822,0.100106,0.10803,0.000132,shear,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000383,13.0
SUP,P90,optimistic,2.0,1,0.105,False,157.4708,0.1626,0.292834,0.101916,0.00012,shear,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000383,13.0
SUP,P90,optimistic,2.0,2,0.175,False,157.4708,0.2398,0.474337,0.095801,0.000111,shear,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000383,13.0
SUP,P90,optimistic,2.0,3,0.245,False,157.4708,0.3121,0.644614,0.089687,0.000105,shear,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000383,13.0
SUP,P90,optimistic,2.0,4,0.285,True,157.4708,0.3219,1.327199,0.155148,0.000704,shear,11.3012,169.5176,6.1215,60.0,0.5,0.9418,0.000383,13.0
SUP,P90,optimistic,2.0,5,0.295,True,157.4708,0.3316,1.367685,0.153575,0.000695,shear,11.3012,169.5176,6.1215,60.0,0.5,0.9418,0.000383,13.0
SUP,P90,optimistic,2.0,6,0.335,False,157.4708,0.3955,0.847046,0.081826,0.0001,shear,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000383,13.0
SUP,P90,optimistic,2.0,7,0.405,False,157.4708,0.4515,0.991664,0.075711,9.9e-05,shear,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000383,13.0
SUP,P90,optimistic,2.0,8,0.475,False,157.4708,0.4983,1.125056,0.069597,9.9e-05,shear,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000383,13.0
SUP,P90,optimistic,2.0,9,0.545,False,157.4708,0.5348,1.247223,0.063483,0.0001,bending,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000383,13.0
SUP,P90,optimistic,2.0,10,0.585,True,157.4708,0.5391,2.36241,0.10798,0.000505,shear,11.3012,169.5176,6.1215,60.0,0.5,0.9418,0.000383,13.0
SUP,P90,optimistic,2.0,11,0.595,True,157.4708,0.5432,2.390525,0.106408,0.000501,shear,11.3012,169.5176,6.1215,60.0,0.5,0.9418,0.000383,13.0
SUP,P90,optimistic,2.0,12,0.635,False,157.4708,0.5649,1.387799,0.055622,0.000102,bending,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000383,13.0
SUP,P90,optimistic,2.0,13,0.705,False,157.4708,0.5742,1.484306,0.049507,0.000104,bending,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000383,13.0
SUP,P90,optimistic,2.0,14,0.775,False,157.4708,0.5703,1.547947,0.003755,8.4e-05,bending,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000383,13.0
SUP,P90,optimistic,2.0,15,0.845,False,157.4708,0.5533,1.470517,0.057018,0.000112,bending,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000383,13.0
SUP,P90,optimistic,2.0,16,0.885,True,157.4708,0.5498,2.536782,0.108921,0.000541,shear,11.3012,169.5176,6.1215,60.0,0.5,0.9418,0.000383,13.0
